strategy,final_accuracy,final_f1,final_auc,final_fairness,avg_comm_cost,avg_selected_clients
mho,0.25555555555555554,0.22393822393822393,0.4159755248811043,0.9979161305540682,0.6666666666666666,2.0
random,0.6462962962962963,0.17316017316017315,0.5271865212852337,0.3333333333333333,0.6666666666666666,2.0
greedy,0.6462962962962963,0.16593886462882096,0.5463838301821135,0.3333333333333333,0.6666666666666666,2.0
clustered,0.8314814814814815,0.23529411764705882,0.6067596566523605,0.3333333333333333,0.6666666666666666,2.0
all,0.5055555555555555,0.25210084033613445,0.5885193133047211,0.9312251309236284,1.0,3.0
