strategy,final_accuracy,final_f1,final_auc,final_fairness,avg_comm_cost,avg_selected_clients
mho,0.48592592592592593,0.322265625,0.7242129475667887,0.8683655524856727,0.6666666666666666,2.0
hybrid,0.8377777777777777,0.34626865671641793,0.724679451649854,0.33333333333333337,0.6666666666666666,2.0
random,0.822962962962963,0.3523035230352303,0.7194139600192144,0.495820537743309,0.6666666666666666,2.0
greedy,0.8377777777777777,0.34626865671641793,0.7090076857702399,0.33333333333333337,0.6666666666666666,2.0
clustered,0.8377777777777777,0.34626865671641793,0.7007537966965969,0.33333333333333337,0.6666666666666666,2.0
all,0.7148148148148148,0.3063063063063063,0.7174601854931086,0.537320955231318,1.0,3.0
