round,strategy,accuracy,f1,auc,fairness,comm_cost,selected_clients,selected_client_names,proxy_f1,proxy_fairness,proxy_comm_cost,pareto_size,hmho_val_f1,hmho_variant
1,mho,0.6185185185185185,0.14023372287145242,0.44421333333333335,0.8639424340043538,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,0.1797752808988764,0.6419089852992802,0.6666666666666666,10.0,0.1686746987951807,mho_raw
2,mho,0.762962962962963,0.16666666666666666,0.5395970370370371,0.3333333333333333,0.6666666666666666,2,IoT_Fridge.csv;IoT_Modbus.csv,0.22637362637362637,0.9489840516135308,0.6666666666666666,20.0,0.20297029702970298,mho_raw
3,mho,0.662962962962963,0.23785594639865998,0.5124760493827161,0.6184855451822789,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,0.2794577685088634,0.8981929144569559,0.6666666666666666,10.0,0.23529411764705882,mho_raw
4,mho,0.5733333333333334,0.25,0.5095012345679012,0.8267917780928296,0.6666666666666666,2,IoT_Fridge.csv;IoT_Modbus.csv,0.1891891891891892,0.627152628747146,0.6666666666666666,19.0,0.24713375796178344,mho_stabilized
5,mho,0.5733333333333334,0.25,0.5095012345679012,0.8267917780928296,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Fridge.csv,0.2375,0.9933661406944688,0.6666666666666666,11.0,0.24713375796178344,mho_keep
1,random,0.7348148148148148,0.16744186046511628,0.5454755555555556,0.5060845409807379,0.6666666666666666,2,IoT_Fridge.csv;IoT_Modbus.csv,,,,,,
2,random,0.8333333333333334,0.0,0.47650370370370365,0.0,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
3,random,0.6185185185185185,0.17335473515248795,0.46555061728395064,0.3333333333333333,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Fridge.csv,,,,,,
4,random,0.6185185185185185,0.17335473515248795,0.44063802469135804,0.3333333333333333,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Fridge.csv,,,,,,
5,random,0.6185185185185185,0.17335473515248795,0.4407703703703704,0.3333333333333333,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Fridge.csv,,,,,,
1,greedy,0.7874074074074074,0.11692307692307692,0.5769955555555555,0.3333333333333333,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
2,greedy,0.717037037037037,0.22983870967741934,0.5853629629629629,0.3333333333333333,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
3,greedy,0.6955555555555556,0.27256637168141595,0.5863091358024691,0.3333333333333333,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
4,greedy,0.7348148148148148,0.22844827586206898,0.5821353086419753,0.33333333333333337,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
5,greedy,0.7525925925925926,0.1971153846153846,0.5725234567901235,0.3333333333333333,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
1,clustered,0.8333333333333334,0.0,0.49079703703703703,0.0,0.6666666666666666,2,IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
2,clustered,0.7511111111111111,0.2328767123287671,0.5410567901234569,0.33333333333333337,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
3,clustered,0.7333333333333333,0.24050632911392406,0.5608118518518519,0.33333333333333337,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
4,clustered,0.7474074074074074,0.22323462414578588,0.5678202469135802,0.3333333333333333,0.6666666666666666,2,IoT_Modbus.csv;IoT_Fridge.csv,,,,,,
5,clustered,0.7229629629629629,0.26666666666666666,0.5885096296296297,0.33333333333333337,0.6666666666666666,2,IoT_Fridge.csv;IoT_Modbus.csv,,,,,,
1,all,0.6185185185185185,0.18124006359300476,0.48806123456790124,0.4827952740227476,1.0,3,IoT_Fridge.csv;IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
2,all,0.6185185185185185,0.17335473515248795,0.47844543209876544,0.3333333333333333,1.0,3,IoT_Fridge.csv;IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
3,all,0.6185185185185185,0.17335473515248795,0.47591506172839504,0.3333333333333333,1.0,3,IoT_Fridge.csv;IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
4,all,0.6185185185185185,0.17335473515248795,0.4815170370370371,0.3333333333333333,1.0,3,IoT_Fridge.csv;IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
5,all,0.6140740740740741,0.18466353677621283,0.4836641975308642,0.5461948751830967,1.0,3,IoT_Fridge.csv;IoT_Thermostat.csv;IoT_Modbus.csv,,,,,,
