strategy,final_accuracy,final_f1,final_auc,final_fairness,avg_comm_cost,avg_selected_clients
mho,0.7229629629629629,0.20085470085470086,0.5008199946242633,0.5811540164859499,0.6666666666666666,2.0
random,0.6785185185185185,0.3384146341463415,0.6322528621902621,0.6316143339787973,0.6666666666666666,2.0
greedy,0.7933333333333333,0.259946949602122,0.6360197733620558,0.40853445097016267,0.6666666666666666,2.0
clustered,0.797037037037037,0.2554347826086957,0.6451974804155678,0.3333333333333333,0.6666666666666666,2.0
all,0.7962962962962963,0.26273458445040215,0.6315711564456252,0.33333333333333337,1.0,3.0
