strategy,final_accuracy,final_f1,final_auc,final_fairness,avg_comm_cost,avg_selected_clients
mho,0.7466666666666667,0.32941176470588235,0.7192338247792187,0.5596595129810951,1.0,3.0
random,0.802962962962963,0.3415841584158416,0.7156726896500758,0.5166582364202024,1.0,3.0
greedy,0.7881481481481482,0.3286384976525822,0.6915391863429774,0.5063864099130206,1.0,3.0
clustered,0.8377777777777777,0.34626865671641793,0.7244346524775525,0.33333333333333337,1.0,3.0
all,0.822962962962963,0.34877384196185285,0.7168551158408158,0.47771159341362024,1.0,3.0
